上呼吸道感染,上呼吸道疾病,丘疹性荨麻疹,中耳炎,发热,变应性鼻炎,呕吐,呼吸道感染,咳嗽,哮喘,外伤证,头晕,头痛,急性上呼吸道感染,急性喉炎,急性扁桃体炎,手足口病,支气管炎,消化不良,湿疹,猩红热样红斑,疱疹性咽峡炎,皮炎,皮疹,结膜炎,肺炎,胃肠功能紊乱,腹泻,腹痛,荨麻疹,时间
10,32,11,28,232,48,40,12,199,45,45,5,21,45,30,16,32,194,16,68,3,54,10,28,35,122,14,35,60,25,20181005
30,22,20,32,266,37,30,4,178,53,55,13,15,75,35,10,29,232,6,45,4,40,18,37,16,126,15,36,57,19,20181006
10,32,30,30,257,37,45,11,199,70,82,12,22,68,32,15,30,222,21,54,4,38,29,27,20,115,14,33,61,21,20181007
4,25,10,25,264,11,32,16,172,44,60,27,29,59,32,12,21,219,23,46,5,45,29,25,21,153,14,32,82,10,20181008
11,25,17,33,229,12,36,10,162,51,73,9,21,73,28,14,19,202,17,44,5,43,16,31,14,125,20,21,80,19,20181009
11,20,17,31,219,14,49,22,152,74,60,5,19,61,28,12,10,208,22,50,6,29,16,18,14,130,17,30,81,24,20181010
13,21,9,25,201,6,31,12,167,23,50,18,21,78,22,8,6,182,20,40,4,38,5,27,17,134,16,33,85,14,20181011
15,19,9,14,244,25,29,8,164,44,64,14,25,58,19,12,8,189,14,50,3,35,6,18,17,152,13,26,67,18,20181012
14,22,21,37,242,21,28,5,171,50,70,8,12,79,20,10,12,216,15,60,3,42,13,20,18,112,19,34,90,16,20181013
4,32,21,24,228,55,41,25,198,37,86,10,22,93,22,14,19,205,15,73,3,36,22,27,23,132,13,37,83,17,20181014
7,34,14,42,245,10,29,8,178,44,64,22,21,74,16,18,11,228,14,68,2,30,10,28,25,129,25,27,76,20,20181015
16,29,25,43,242,14,46,4,162,46,53,7,34,68,19,13,10,230,20,60,4,23,10,30,18,121,34,40,106,17,20181016
7,25,22,30,247,14,45,26,165,63,68,8,32,80,12,9,14,205,20,50,7,21,20,19,17,122,27,33,91,15,20181017
10,23,15,30,188,11,65,12,196,16,36,14,23,78,13,11,9,175,6,41,5,15,18,18,19,135,30,48,91,9,20181018
15,32,20,21,183,21,48,17,168,53,48,8,17,75,13,10,7,207,20,61,5,22,6,21,18,150,29,33,93,15,20181019
2,39,16,31,236,26,53,19,216,21,70,10,13,76,19,8,3,226,12,54,6,19,8,9,19,112,24,37,69,21,20181020
13,49,25,30,234,16,79,7,234,77,61,8,18,75,22,10,8,221,9,72,9,28,12,15,12,133,28,26,63,20,20181021
14,29,20,38,222,31,66,9,211,39,78,35,27,79,21,8,8,239,24,58,9,29,11,14,28,113,25,46,99,13,20181022
5,33,15,36,214,15,54,18,170,45,43,17,26,76,14,5,5,264,23,41,13,27,21,16,12,140,38,40,75,15,20181023
18,23,25,35,201,32,81,5,191,54,53,10,36,82,15,10,6,249,18,64,12,23,25,19,14,129,29,39,75,15,20181024
6,25,19,28,206,6,81,13,217,26,48,13,28,75,21,4,8,202,20,53,14,27,8,9,20,143,30,44,100,13,20181025
6,34,18,32,220,26,79,18,197,32,60,12,20,51,21,7,4,188,27,40,15,17,7,13,11,127,33,43,79,11,20181026
10,27,14,33,194,30,61,4,185,54,76,8,17,82,20,12,4,235,13,44,12,24,14,26,21,125,24,32,88,16,20181027
13,28,17,34,235,33,64,11,260,67,52,16,28,92,31,15,7,232,21,64,10,21,17,21,19,126,24,37,67,27,20181028
15,26,25,36,221,11,70,20,193,36,50,29,38,79,20,5,5,268,21,51,11,18,22,24,10,139,11,58,85,19,20181029
12,25,17,41,239,12,96,8,174,45,68,14,30,72,22,3,10,251,28,71,9,21,21,16,16,143,28,43,101,13,20181030
23,27,12,37,185,27,97,15,174,50,50,6,29,76,19,5,10,227,18,47,8,21,15,11,16,138,15,34,91,9,20181031
33,36,16,43,247,9,112,9,192,8,69,23,33,61,19,6,3,252,23,51,6,26,19,24,14,132,40,30,126,15,20181101
48,26,21,37,245,18,117,4,159,39,55,15,25,66,14,7,6,225,23,53,6,25,3,20,14,159,42,26,122,14,20181102
35,15,23,41,257,21,129,16,194,46,59,20,29,68,12,12,10,260,9,67,10,20,11,24,22,138,30,26,98,19,20181103
53,32,26,41,273,38,115,None,194,74,65,8,25,85,15,8,6,261,22,60,13,25,20,25,27,137,33,31,102,11,20181104
49,24,12,46,257,5,105,1,159,34,41,20,32,49,7,7,12,267,9,39,15,20,15,19,18,157,38,31,104,16,20181105
42,34,15,65,216,10,119,13,164,48,63,19,27,67,10,11,7,248,28,37,16,18,7,28,23,157,46,34,101,18,20181106
25,13,6,48,242,21,88,17,157,54,37,10,25,55,15,7,6,233,18,40,16,11,15,17,15,168,54,28,79,13,20181107
29,21,8,28,238,8,63,18,150,17,45,7,15,68,14,7,3,201,12,32,17,12,9,17,9,144,28,32,93,7,20181108
41,12,7,34,265,15,68,5,170,35,78,14,28,47,20,8,7,200,17,44,20,22,13,23,19,175,34,20,94,15,20181109
55,16,9,44,296,30,58,8,186,48,45,12,21,105,16,11,13,273,14,58,23,20,8,34,18,174,34,29,97,14,20181110
43,20,7,31,280,27,61,18,184,54,82,10,24,71,18,13,7,266,18,36,25,29,19,14,32,157,48,37,94,11,20181111
44,19,11,31,266,5,62,7,170,38,42,18,27,60,21,9,9,285,11,47,20,27,13,23,17,175,48,37,84,21,20181112
55,17,12,40,317,7,37,8,201,36,51,21,21,72,18,11,4,309,23,34,16,19,14,21,24,184,57,16,133,21,20181113
36,22,9,37,329,22,52,19,200,38,40,19,13,74,13,12,9,286,16,48,18,18,14,24,14,162,51,24,83,16,20181114
42,7,8,32,306,5,56,25,171,7,48,26,33,62,15,11,5,273,25,42,17,22,11,19,11,180,37,27,92,8,20181115
49,13,15,42,258,15,54,3,153,17,52,9,27,48,12,12,4,268,22,28,18,18,5,28,17,186,47,30,73,10,20181116
53,11,13,44,286,14,47,None,190,35,50,10,26,84,18,10,12,329,10,47,16,19,15,19,21,144,29,17,79,15,20181117
42,12,16,36,297,32,59,16,211,66,60,18,20,76,11,14,9,302,13,63,15,22,23,27,27,133,40,34,78,12,20181118
59,24,13,28,314,10,46,8,192,37,50,21,17,83,13,11,14,313,17,59,13,30,25,25,22,161,47,25,75,19,20181119
48,12,12,39,277,11,48,8,170,46,61,12,25,49,15,13,9,323,27,53,16,27,16,24,21,214,43,25,92,13,20181120
58,13,5,27,377,25,43,11,184,61,46,16,26,59,21,12,18,296,16,41,19,18,19,29,20,198,41,21,83,20,20181121
45,8,6,18,338,10,47,14,220,19,40,17,20,63,19,6,8,279,16,45,18,20,11,31,13,212,26,34,120,14,20181122
55,21,6,28,361,15,47,4,217,29,31,14,23,49,16,16,11,278,19,43,25,14,16,40,23,240,40,25,109,18,20181123
36,13,11,34,328,16,45,18,220,59,45,11,17,62,10,7,12,328,17,69,23,18,11,31,24,215,45,30,82,13,20181124
73,17,5,27,385,32,54,4,244,43,48,12,31,74,12,15,7,314,32,76,35,19,12,34,39,206,58,41,78,12,20181125
59,20,10,26,355,6,64,5,208,43,66,46,26,80,19,14,7,375,19,52,32,21,17,47,20,265,49,40,85,23,20181126
43,7,4,41,336,9,66,34,230,50,46,20,20,58,9,14,6,333,17,56,32,16,12,27,18,231,44,31,93,20,20181127
33,11,4,46,346,14,66,29,215,62,51,16,26,47,19,11,9,332,23,51,34,15,19,41,12,265,46,29,73,16,20181128
59,14,5,49,352,5,66,27,193,42,45,22,21,54,29,12,2,373,19,38,22,19,11,31,14,279,49,22,73,22,20181129
59,15,8,48,350,14,47,4,223,28,40,17,24,62,26,17,5,352,18,40,37,15,11,36,18,290,42,26,87,14,20181130
52,12,6,56,386,12,68,25,257,43,68,15,21,54,28,12,10,414,11,57,26,15,13,40,19,293,46,37,62,10,20181201
63,8,3,33,359,31,57,20,261,73,45,15,18,37,27,12,7,390,22,48,34,13,10,43,22,348,48,25,54,20,20181202
60,19,6,31,370,10,37,15,236,39,40,9,28,51,32,17,7,331,23,40,22,12,11,37,24,355,21,35,67,20,20181203
54,14,5,57,361,16,43,12,251,44,49,22,23,61,31,10,3,366,23,39,26,8,25,39,30,345,42,45,90,8,20181204
79,4,4,47,384,13,43,16,277,53,39,11,16,40,25,10,5,316,16,48,29,10,12,26,17,351,49,30,62,14,20181205
40,11,4,49,361,7,32,19,206,22,49,14,20,45,20,15,4,380,13,41,20,12,14,28,26,359,19,29,88,19,20181206
59,11,4,37,349,20,34,None,208,27,29,19,16,30,22,17,7,375,29,52,16,8,14,34,29,382,47,29,80,16,20181207
50,7,6,44,329,21,36,8,256,53,50,9,10,53,13,10,12,344,26,57,29,18,26,36,26,331,34,27,68,14,20181208
74,10,6,37,353,27,43,21,266,27,51,17,12,52,28,10,10,336,22,77,26,8,13,45,30,352,35,28,63,12,20181209
70,16,3,46,313,11,53,8,246,31,41,17,24,58,21,13,7,383,13,73,21,11,11,45,27,423,25,23,77,18,20181210
61,18,4,49,309,13,62,8,262,28,41,10,21,62,24,15,8,381,31,71,23,15,12,24,29,418,48,26,93,11,20181211
41,18,1,43,318,17,51,28,267,39,31,6,21,50,22,7,8,320,17,61,24,13,15,22,21,375,55,26,76,17,20181212
52,12,1,52,317,8,54,21,276,24,35,12,17,56,24,9,1,305,26,68,20,8,23,41,23,375,38,30,64,18,20181213
63,12,3,43,325,15,65,4,216,26,44,22,18,38,23,18,8,308,17,63,23,7,10,22,23,385,31,27,64,13,20181214
38,13,4,49,314,27,68,30,241,63,71,12,11,53,14,12,11,326,25,75,30,13,27,37,29,382,40,24,77,14,20181215
68,16,7,46,380,28,57,11,272,71,41,10,17,59,20,8,6,369,22,74,29,16,14,43,27,392,43,34,69,14,20181216
70,16,3,44,383,8,61,20,223,46,38,19,29,43,14,8,4,379,28,55,28,16,23,24,21,401,40,35,77,15,20181217
50,13,4,44,380,6,72,12,232,49,50,21,31,58,14,12,4,352,34,72,32,10,16,29,26,435,25,35,92,13,20181218
43,13,2,47,419,17,56,30,237,53,39,14,21,45,15,10,7,350,22,64,29,14,19,30,16,400,22,54,61,18,20181219
65,11,5,39,417,6,52,30,209,31,44,16,28,44,17,12,3,371,28,48,25,13,22,20,14,397,27,54,79,11,20181220
69,17,6,51,446,8,53,6,232,24,70,14,29,34,18,10,4,397,24,52,28,11,17,20,26,421,68,32,109,14,20181221
61,8,4,49,486,13,53,21,274,49,32,5,12,52,15,9,7,356,22,54,34,15,14,22,21,392,59,36,85,25,20181222
61,23,1,40,459,17,54,37,282,52,58,15,25,50,14,11,10,342,19,46,31,23,15,24,17,390,57,49,78,22,20181223
60,20,5,37,449,5,55,19,237,46,33,22,22,43,15,11,4,356,16,52,35,18,26,29,25,402,41,35,86,17,20181224
61,19,2,37,455,12,53,38,207,39,53,18,17,58,11,13,2,382,24,46,38,19,19,30,25,420,81,37,90,17,20181225
40,11,5,53,455,4,67,28,215,65,39,17,26,53,15,5,7,342,27,59,30,21,14,27,12,428,63,30,73,16,20181226
43,16,1,38,471,4,48,26,191,20,42,15,16,45,16,10,4,342,15,45,28,16,20,30,12,435,59,40,72,9,20181227
65,18,6,39,457,5,50,5,192,36,43,12,30,32,20,20,6,340,26,46,33,11,14,24,24,438,59,52,70,15,20181228
67,7,3,36,453,2,65,28,224,48,51,18,15,45,16,11,5,315,20,60,40,9,14,30,17,380,33,52,76,9,20181229
61,5,3,37,481,21,44,44,263,48,41,16,28,40,19,18,None,277,17,70,43,16,18,23,24,374,44,45,62,15,20181230
68,11,None,45,443,4,41,21,238,16,47,12,21,44,14,16,None,247,12,77,32,11,15,23,22,398,27,37,61,13,20181231
